id,estado_empresa,cnae_empresa,capital_empresa,processos_judiciais_empresa,idade_empresa,socios_empresa,fornecedor_empresa,descricao
2388,RR,4754703,928783,0,16,1,FOO456,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
2389,RN,4321500,250139,0,8,3,FOO456,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2390,BA,4669901,665235,1,10,4,JJF753,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
2391,RJ,4322301,215209,1,11,2,XPTO123,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
2392,BA,3511501,356754,0,18,2,CABL951,GERAÇÃO DE ENERGIA ELÉTRICA
2393,MT,3329599,44808,0,9,4,FOO456,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
2394,TO,4321500,427807,0,12,1,JJF753,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2395,PE,4669999,669081,2,6,1,JJF753,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
2396,CE,3511500,193294,1,9,1,CABL951,
2397,AP,2821601,483605,0,14,1,FOO456,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
2398,RO,4669999,46232,0,6,4,XPTO123,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
2399,PR,4221902,282763,0,4,1,XPTO123,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
2400,MS,3511501,762029,0,8,4,JJF753,GERAÇÃO DE ENERGIA ELÉTRICA
2401,PA,2821602,630883,0,1,2,FOO456,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
2402,AM,3511500,948828,0,17,2,JJF753,
2403,PR,3511500,727724,0,3,2,XPTO123,
2404,AL,4669999,531482,0,3,1,XPTO123,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
2405,ES,7112000,72042,0,16,3,XPTO123,SERVIÇOS DE ENGENHARIA
2406,RR,7112000,927489,0,4,2,MEL789,SERVIÇOS DE ENGENHARIA
2407,PB,4221902,214934,0,10,1,MEL789,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
2408,TO,4754703,699306,0,10,3,JJF753,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
2409,PE,3313901,38457,0,17,1,FOO456,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
2410,PA,4322301,828151,0,1,1,XPTO123,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
2411,AP,2821601,552864,3,16,1,FOO456,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
2412,PR,3511501,374873,4,14,4,XPTO123,GERAÇÃO DE ENERGIA ELÉTRICA
2413,PI,4669999,878185,0,18,1,MEL789,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
2414,MT,4669901,904976,4,15,4,CABL951,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
2415,SP,2821601,717184,0,11,3,MEL789,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
2416,ES,3511501,528004,2,9,4,MEL789,GERAÇÃO DE ENERGIA ELÉTRICA
2417,PR,3313901,296787,0,12,4,MEL789,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
2418,PI,4754703,162407,0,6,4,JJF753,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
2419,AC,7112000,121515,0,15,1,FOO456,SERVIÇOS DE ENGENHARIA
2420,ES,4322301,334704,0,11,3,CABL951,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
2421,ES,4754703,494291,0,7,4,CABL951,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
2422,SC,3321000,399827,0,1,1,MEL789,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
2423,ES,4673700,951877,1,1,1,JJF753,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
2424,RN,4669999,367889,0,18,3,JJF753,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
2425,RS,3329599,427292,2,14,1,CABL951,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
2426,AM,3321000,19747,0,8,3,JJF753,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
2427,MG,3313901,881696,3,18,2,MEL789,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
2428,MA,2731700,121710,3,7,2,JJF753,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
2429,AL,4669901,851587,0,18,4,MEL789,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
2430,SP,3313901,405751,3,15,4,MEL789,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
2431,MG,2821602,215802,0,21,1,MEL789,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
2432,SE,3321000,671167,0,1,1,JJF753,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
2433,ES,4669901,586043,2,13,4,XPTO123,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
2434,MA,4754703,493774,4,17,1,JJF753,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
2435,BA,4322302,834573,0,12,1,FOO456,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
2436,PA,2821602,202502,0,14,1,JJF753,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
2437,PI,3511502,565481,0,15,4,MEL789,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
2438,PI,4322301,166875,0,9,2,MEL789,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
2439,CE,4754703,118726,2,4,3,FOO456,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
2440,PB,7112000,905678,0,4,1,XPTO123,SERVIÇOS DE ENGENHARIA
2441,RJ,4669901,412014,0,21,4,FOO456,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
2442,PR,4754703,79870,0,12,2,MEL789,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
2443,ES,4322302,744527,4,11,1,CABL951,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
2444,MS,4321500,916487,0,2,4,XPTO123,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2445,AP,4321500,71931,0,12,3,XPTO123,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2446,GO,4321500,347667,0,7,4,JJF753,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2447,BA,3511500,552803,4,8,3,MEL789,
2448,SC,4322302,278270,0,2,3,XPTO123,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
2449,SC,7112000,775761,0,19,1,MEL789,SERVIÇOS DE ENGENHARIA
2450,PA,4321500,18555,1,16,3,JJF753,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2451,AM,4221902,999786,1,21,4,XPTO123,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
2452,AP,3511501,264919,0,14,2,JJF753,GERAÇÃO DE ENERGIA ELÉTRICA
2453,TO,4673700,36076,1,4,1,XPTO123,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
2454,RO,3329599,562184,3,13,1,JJF753,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
2455,PA,2821602,482971,0,2,4,FOO456,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
2456,MG,4673700,345967,0,15,1,FOO456,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
2457,ES,4669901,560430,2,12,2,JJF753,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
2458,AP,4321500,931678,0,21,2,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2459,MG,4669999,154354,0,15,2,XPTO123,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
2460,GO,3329599,730378,1,17,4,MEL789,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
2461,PE,2821602,432335,3,10,2,XPTO123,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
2462,PB,4754703,522239,0,11,1,MEL789,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
2463,MT,2821602,808879,4,19,2,JJF753,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
2464,RN,4221903,286199,0,8,4,MEL789,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
2465,GO,2731700,564235,0,19,4,JJF753,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
2466,PB,3511502,918762,0,9,2,FOO456,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
2467,MG,3511500,89203,0,1,1,JJF753,
2468,MA,4221902,450240,1,12,2,JJF753,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
2469,MA,2821602,284973,0,20,1,CABL951,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
2470,SC,3511502,224718,0,11,2,CABL951,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
2471,PB,4754703,582249,0,15,1,MEL789,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
2472,MA,3313901,990327,0,21,2,XPTO123,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
2473,PI,4742300,973865,3,18,2,CABL951,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
2474,RN,2731700,708154,0,3,3,FOO456,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
2475,SE,3313901,897958,2,17,4,CABL951,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
2476,RJ,7112000,523578,0,13,2,JJF753,SERVIÇOS DE ENGENHARIA
2477,SP,4669999,902965,2,20,4,FOO456,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
2478,AL,4221903,425527,0,21,4,MEL789,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
2479,GO,4221903,767338,4,5,3,FOO456,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
2480,RR,2731700,703177,4,2,1,FOO456,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
2481,SE,4221902,289175,0,12,1,XPTO123,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
2482,AC,4754703,651970,0,20,1,FOO456,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
2483,TO,4322301,873399,0,9,2,XPTO123,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
2484,PR,3329599,694580,0,1,3,JJF753,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
2485,GO,3329599,801045,0,5,1,FOO456,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
2486,PA,2821602,184430,0,18,1,JJF753,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
2487,MT,4669901,234109,0,16,3,XPTO123,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
2488,PE,4321500,443493,0,18,2,FOO456,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2489,RS,4321500,280435,3,5,4,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2490,AM,4673700,306340,0,9,3,FOO456,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
2491,BA,4673700,481708,0,19,2,CABL951,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
2492,GO,4673700,829468,0,13,1,XPTO123,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
2493,SC,4322301,831200,4,1,3,JJF753,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
2494,ES,3313901,557070,0,16,4,FOO456,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
2495,AC,4221903,824296,0,7,3,JJF753,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
2496,SE,3511502,23996,0,18,3,FOO456,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
2497,RJ,3511500,544268,0,16,3,MEL789,
2498,AL,4321500,750932,2,2,3,FOO456,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2499,PB,3511501,675495,0,14,4,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
2500,PR,4221903,47018,0,2,2,MEL789,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
2501,MA,3313901,665905,3,2,3,CABL951,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
2502,TO,2731700,793820,0,20,4,FOO456,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
2503,AP,4221902,642915,0,1,3,JJF753,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
2504,DF,4754703,592041,2,16,2,XPTO123,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
2505,RO,2821602,601866,0,1,3,JJF753,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
2506,PR,3511501,147929,0,4,2,XPTO123,GERAÇÃO DE ENERGIA ELÉTRICA
2507,SC,2821601,769247,1,2,3,MEL789,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
2508,PB,4673700,194618,0,21,3,MEL789,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
2509,ES,4669901,966305,4,16,3,CABL951,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
2510,MG,4321500,996727,0,4,4,FOO456,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2511,AP,4673700,860882,2,14,1,CABL951,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
2512,PB,3511501,611884,0,18,1,XPTO123,GERAÇÃO DE ENERGIA ELÉTRICA
2513,PR,4221903,248383,4,5,3,FOO456,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
2514,MG,4322302,135777,2,16,3,FOO456,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
2515,SE,2731700,76224,0,1,1,CABL951,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
2516,RO,4322302,876585,0,9,1,JJF753,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
2517,RN,4221902,766058,0,1,3,CABL951,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
2518,SC,3329599,946403,0,4,4,MEL789,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
2519,DF,4321500,738953,0,12,2,FOO456,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2520,SP,4221902,746541,0,19,3,JJF753,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
2521,DF,2731700,363339,3,21,1,FOO456,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
2522,RS,7112000,250088,0,5,4,JJF753,SERVIÇOS DE ENGENHARIA
2523,GO,4322303,855193,1,13,4,XPTO123,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
2524,RN,3321000,163360,2,19,3,FOO456,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
2525,CE,3511501,58124,0,3,2,CABL951,GERAÇÃO DE ENERGIA ELÉTRICA
2526,AL,3321000,479004,0,9,2,XPTO123,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
2527,ES,4673700,81202,1,14,3,JJF753,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
2528,PI,2821602,667273,2,4,2,FOO456,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
2529,PI,4322303,236016,1,13,1,JJF753,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
2530,AL,4742300,474597,0,6,3,CABL951,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
2531,RR,4321500,515712,0,18,4,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2532,CE,4321500,695145,0,15,3,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2533,RN,3329599,663014,0,7,4,JJF753,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
2534,MS,4322302,921958,1,19,2,MEL789,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
2535,MT,4322301,551598,0,19,2,FOO456,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
2536,AM,3511501,526019,4,7,3,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
2537,AC,3321000,185344,0,18,2,CABL951,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
2538,RR,4221902,253729,0,18,4,JJF753,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
2539,SE,4669999,780738,3,10,4,MEL789,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
2540,PB,2821602,86221,0,20,1,MEL789,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
2541,CE,4321500,748551,0,2,3,XPTO123,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2542,RS,2821602,29892,3,20,3,FOO456,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
2543,PE,4321500,281813,1,4,3,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2544,SE,2731700,895982,0,17,1,XPTO123,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
2545,GO,3511502,363762,0,19,2,XPTO123,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
2546,MS,3511501,135787,0,12,3,JJF753,GERAÇÃO DE ENERGIA ELÉTRICA
2547,AC,3321000,346861,0,11,1,CABL951,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
2548,RR,4742300,256297,0,20,3,XPTO123,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
2549,PR,4221903,749402,0,20,1,MEL789,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
2550,AP,2731700,718102,0,17,2,CABL951,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
2551,PE,2821602,761184,4,3,3,XPTO123,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
2552,RO,3511501,902537,0,9,1,JJF753,GERAÇÃO DE ENERGIA ELÉTRICA
2553,BA,2731700,146972,0,16,1,XPTO123,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
2554,AP,3511501,704858,3,14,1,XPTO123,GERAÇÃO DE ENERGIA ELÉTRICA
2555,PB,4669999,81748,0,16,4,XPTO123,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
2556,SE,4669999,446306,0,13,4,JJF753,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
2557,SE,4321500,612654,3,21,3,XPTO123,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2558,MT,2731700,811130,2,20,1,JJF753,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
2559,AP,4321500,508878,4,21,4,XPTO123,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2560,SC,3511500,679405,0,15,3,CABL951,
2561,ES,3313901,542635,0,9,3,CABL951,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
2562,RS,2821601,802125,0,9,4,FOO456,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
2563,CE,4754703,631951,2,6,1,MEL789,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
2564,GO,4321500,399997,0,18,2,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
2565,SP,3321000,827055,0,2,4,XPTO123,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
2566,AC,4742300,646668,0,12,3,CABL951,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
2567,PB,4322303,495557,2,10,2,XPTO123,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
2568,GO,4669999,934613,3,10,1,FOO456,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
2569,PE,3313901,400575,4,13,2,CABL951,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
2570,GO,4322303,46088,0,13,3,XPTO123,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
2571,RR,3321000,490432,1,18,2,CABL951,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
2572,AM,2821602,669907,1,21,1,CABL951,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
2573,AP,3329599,229111,4,14,4,FOO456,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
2574,PE,3329599,247393,0,8,3,MEL789,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
2575,RO,4673700,658175,0,7,2,FOO456,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
2576,SE,4322301,72243,4,14,2,XPTO123,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
2577,TO,4742300,936126,0,11,2,FOO456,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
2578,PB,4669901,330472,0,4,4,CABL951,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
