id;estado_empresa;cnae_empresa;capital_empresa;processos_judiciais_empresa;idade_empresa;socios_empresa;fornecedor_empresa
2715;PA;3321000;823023;0;18;1;CABL951
2716;SE;3511501;363024;1;16;2;XPTO123
2717;AP;3329599;836955;0;7;4;XPTO123
2718;PI;4221902;596096;0;18;1;XPTO123
2719;RS;4673700;804457;4;12;3;MEL789
2720;BA;3511501;658476;4;3;4;XPTO123
2721;MA;3511500;888219;0;2;2;XPTO123
2722;RR;4321500;657281;0;17;3;XPTO123
2723;MT;2821601;653952;0;16;2;CABL951
2724;MG;4221903;122999;0;8;4;CABL951
2725;ES;2731700;486757;4;10;4;JJF753
2726;BA;2821601;82399;1;6;2;XPTO123
2727;GO;2821602;75210;0;3;4;XPTO123
2728;PA;3321000;375185;0;20;2;MEL789
2729;PA;4322301;908848;0;6;2;MEL789
2730;RS;4321500;975428;3;6;3;XPTO123
2731;RJ;4742300;433940;3;10;2;FOO456
2732;MS;4322303;629239;0;21;4;MEL789
2733;RO;4754703;570944;1;4;4;XPTO123
2734;GO;4321500;947621;3;4;3;FOO456
2735;RO;4221902;992790;4;6;4;MEL789
2736;GO;4669999;487557;4;18;2;JJF753
2737;TO;4669999;999517;2;18;4;XPTO123
2738;RN;4754703;983012;0;4;1;FOO456
2739;PE;4673700;441038;0;18;1;CABL951
2740;RS;4321500;413975;3;18;2;JJF753
2741;TO;4669999;111436;1;10;1;CABL951
2742;PR;7112000;807413;4;1;4;MEL789
2743;RN;4321500;228637;2;8;1;MEL789
2744;AP;4322303;400426;2;21;4;MEL789
2745;RJ;3511500;415596;0;11;4;FOO456
2746;PR;4321500;516703;2;2;1;JJF753
2747;RN;2821601;865539;0;20;4;CABL951
2748;PE;3329599;179305;1;14;4;JJF753
2749;RN;2821601;68172;3;15;4;FOO456
2750;RR;3511502;167665;0;9;2;FOO456
2751;SP;2821602;459529;3;5;2;FOO456
2752;PI;3511501;92921;2;19;4;XPTO123
2753;MT;4221902;138088;0;15;3;FOO456
2754;RO;4754703;373127;0;3;2;MEL789
2755;SP;4322302;379914;3;15;3;FOO456
2756;RR;4321500;369213;4;13;4;JJF753
2757;RN;3511500;833189;0;16;4;CABL951
2758;PE;4321500;764522;0;1;1;FOO456
2759;CE;3511501;280385;0;11;2;XPTO123
2760;RS;4322302;30562;0;4;1;MEL789
2761;MA;3511502;83336;0;8;1;JJF753
2762;RS;3321000;999668;0;4;4;FOO456
2763;PR;3511501;823729;1;16;4;JJF753
2764;RR;4321500;496791;0;5;4;CABL951
2765;PA;2821601;222998;0;5;2;FOO456
2766;PB;4754703;633577;0;17;1;CABL951
2767;MT;2821601;973782;3;16;3;CABL951
2768;MA;4322301;434171;0;9;2;XPTO123
2769;AM;3511500;850668;0;5;1;XPTO123
2770;RS;3511502;410160;0;12;2;FOO456
2771;MG;7112000;796933;4;12;1;CABL951
2772;PA;3511501;639379;0;7;4;CABL951
2773;PI;2821601;976002;0;3;3;JJF753
2774;AC;4673700;948507;4;13;1;CABL951
2775;TO;2821601;856754;2;17;2;JJF753
2776;PR;4669999;525807;0;21;2;FOO456
2777;MT;2821602;965635;4;4;1;XPTO123
2778;AM;7112000;866319;0;15;2;XPTO123
2779;RJ;3511502;175877;0;21;2;CABL951
2780;SE;4221903;961805;0;7;4;FOO456
2781;PE;4742300;167765;0;8;3;JJF753
2782;AL;3511501;828155;0;10;3;XPTO123
2783;SE;4321500;464873;0;13;1;XPTO123
2784;AC;3511502;44172;0;12;3;FOO456
2785;RJ;4322302;235615;0;2;1;MEL789
2786;GO;4669901;405549;0;21;3;FOO456
2787;AP;4669999;525760;0;20;3;MEL789
2788;RR;4322301;920238;1;16;4;JJF753
2789;RN;3511502;253669;0;11;4;JJF753
2790;SE;2821602;517577;0;6;4;MEL789
2791;RS;4742300;483026;0;9;3;JJF753
2792;PA;3511501;691502;0;15;4;XPTO123
2793;DF;2821602;466724;0;2;2;JJF753
2794;RO;3511500;436127;0;20;3;FOO456
2795;PA;3511500;449128;0;14;4;FOO456
2796;RN;2731700;823323;0;18;2;MEL789
2797;ES;3321000;273612;0;21;3;MEL789
2798;MS;3511501;456839;0;19;3;MEL789
2799;AP;4742300;582162;0;17;3;JJF753
2800;SE;3329599;314899;2;7;2;JJF753
2801;PA;3511501;244604;2;10;3;XPTO123
2802;PA;2731700;129277;0;7;4;JJF753
2803;DF;4322301;937906;4;14;3;FOO456
2804;PE;4742300;426214;2;11;1;MEL789
2805;CE;4673700;43621;0;1;4;MEL789
2806;GO;4221903;507810;0;16;2;MEL789
2807;SE;4221903;322950;0;11;2;CABL951
2808;AL;4322303;77139;0;1;1;XPTO123
2809;GO;2731700;625262;1;1;2;XPTO123
2810;AL;4673700;533851;0;7;1;FOO456
2811;PI;3511501;828097;0;3;2;MEL789
2812;AM;4322301;682123;0;11;2;MEL789
2813;PR;4669901;980872;0;4;1;MEL789
2814;MA;2821601;285536;2;14;1;FOO456
2815;SP;4321500;219623;0;1;2;MEL789
2816;MT;3321000;194860;3;1;3;JJF753
2817;PA;4669999;177388;3;10;1;MEL789
2818;PE;4673700;992486;0;9;3;CABL951
2819;SC;4221902;368165;2;14;2;JJF753
2820;PA;2821602;846081;0;16;3;JJF753
2821;PR;4322301;236306;0;3;4;JJF753
2822;CE;2731700;531280;0;18;4;MEL789
2823;RR;4669901;206387;0;2;2;FOO456
2824;GO;3321000;887062;0;6;3;FOO456
2825;SE;2821602;82769;0;19;3;MEL789
2826;RJ;2821601;887314;0;19;3;JJF753
2827;SP;2821602;912361;0;4;3;JJF753
2828;PI;3511500;637076;0;7;3;CABL951
2829;SC;3511502;624480;1;16;3;MEL789
2830;AC;3511502;418810;4;12;1;CABL951
2831;GO;4322302;308290;0;3;1;CABL951
2832;ES;4221903;528862;0;2;4;MEL789
2833;SE;4742300;90119;0;4;4;JJF753
2834;AM;3511501;548355;0;19;1;JJF753
2835;PB;2821601;265550;2;18;2;XPTO123
2836;RR;4669901;957832;0;17;3;JJF753
2837;MT;4669999;918285;0;17;3;MEL789
2838;AM;2821602;153174;0;10;2;CABL951
2839;MS;7112000;469014;4;8;3;MEL789
2840;RN;3511500;904462;3;1;2;XPTO123
2841;AL;3511501;273135;0;16;4;CABL951
2842;GO;3313901;88760;4;21;4;JJF753
2843;BA;3329599;134189;0;1;4;XPTO123
2844;PI;4322303;994479;2;16;3;XPTO123
2845;MG;4322301;194306;0;14;3;MEL789
2846;SE;4669999;17462;1;1;1;XPTO123
2847;RO;2821602;888756;3;10;3;JJF753
2848;GO;4669999;736408;0;15;4;FOO456
2849;PI;4322302;391967;0;4;3;JJF753
2850;PB;4221902;557631;3;16;3;XPTO123
2851;AM;3511501;492100;0;12;2;CABL951
2852;MS;4322301;845098;0;6;3;FOO456
2853;BA;4754703;353228;4;9;1;MEL789
2854;MT;4673700;398341;3;11;1;FOO456
2855;ES;4321500;466620;1;5;4;MEL789
2856;AP;4669901;795565;0;15;4;FOO456
2857;RJ;4321500;319646;0;2;2;FOO456
2858;SC;2821602;98295;3;13;4;JJF753
2859;TO;3511500;206528;2;2;1;MEL789
2860;BA;4322303;727127;3;4;1;FOO456
2861;CE;4322303;486632;1;21;4;FOO456
2862;DF;4669901;284965;4;19;1;FOO456
2863;MA;7112000;275727;4;12;1;JJF753
2864;MS;4322301;916923;4;2;4;JJF753
2865;AM;3511501;254565;0;10;4;MEL789
2866;AM;4673700;177449;0;8;2;FOO456
2867;AM;4322303;746743;0;10;4;FOO456
2868;MS;4742300;815170;1;4;4;FOO456
2869;RS;3321000;383706;0;3;3;MEL789
2870;ES;4322302;118805;4;21;3;MEL789
2871;SC;4322301;445858;0;8;4;XPTO123
2872;PA;7112000;322403;0;7;2;FOO456
2873;SP;4754703;419754;0;8;3;XPTO123
2874;BA;2821601;283504;2;10;1;XPTO123
2875;PB;4673700;702849;1;18;1;CABL951
2876;PR;3321000;565887;4;3;4;CABL951
2877;GO;4669999;701772;0;16;2;JJF753
2878;PA;4322302;587098;0;10;2;XPTO123
2879;SE;4321500;205427;0;16;2;CABL951
2880;BA;2821601;444788;2;1;4;MEL789
2881;RS;4754703;22812;0;17;1;MEL789
2882;PI;4673700;504609;0;12;1;CABL951
2883;MG;2821602;364596;2;6;4;MEL789
2884;RN;4322302;882223;0;3;4;XPTO123
2885;RS;4221902;138249;0;9;3;FOO456
2886;SP;2821602;625184;2;2;2;CABL951
2887;AC;2821601;108154;4;2;1;MEL789
2888;RO;4322302;823877;0;19;2;MEL789
2889;SC;3313901;840245;3;4;1;XPTO123
2890;RR;3511501;156943;1;12;3;JJF753
2891;PR;3313901;557913;0;10;2;FOO456
2892;PB;2821602;176917;0;15;4;JJF753
2893;RS;4754703;779770;0;9;1;XPTO123
2894;MT;4322301;117057;3;7;4;FOO456
2895;PR;4221902;590854;4;15;2;MEL789
2896;GO;4321500;255061;0;16;3;JJF753
2897;DF;4322301;959161;4;1;2;MEL789
2898;SE;3321000;741859;0;11;2;JJF753
2899;PE;3511501;449888;3;4;3;CABL951
2900;AP;2821601;130410;0;20;3;MEL789
2901;RN;3511502;862373;4;6;3;CABL951
2902;CE;4321500;884146;1;17;3;JJF753
2903;ES;2821601;40908;0;4;1;MEL789
2904;RO;4322303;90212;0;13;4;MEL789
2905;ES;3313901;526898;2;6;1;MEL789
2906;MS;4673700;154748;4;20;4;JJF753
2907;AL;2731700;417803;3;21;2;FOO456
2908;RS;4754703;892687;0;3;3;XPTO123
2909;BA;4754703;247543;3;13;3;FOO456
2910;MS;7112000;420752;1;5;2;FOO456
2911;MS;4669901;513629;0;12;4;XPTO123
2912;RN;4742300;506616;3;4;3;XPTO123
2913;BA;3321000;696698;1;12;4;MEL789
2914;ES;2821601;981140;0;12;2;MEL789
2915;SE;4221903;607551;0;14;2;CABL951
2916;PE;2821601;145477;0;7;4;JJF753
2917;SC;3511500;671193;4;12;2;FOO456
2918;CE;4742300;918597;1;13;4;XPTO123
2919;AL;2731700;946373;2;5;3;XPTO123
2920;AC;4322303;51019;0;16;4;MEL789
2921;PB;3321000;356571;0;9;2;MEL789
2922;PB;2821602;270655;0;20;2;MEL789
2923;GO;4669999;105937;4;21;4;CABL951
2924;MS;4754703;994138;2;9;3;XPTO123
2925;MA;7112000;649816;3;8;1;XPTO123
2926;SC;4669999;966917;0;9;3;XPTO123
2927;PR;4321500;928009;1;18;1;XPTO123
2928;RJ;4742300;245891;0;21;3;MEL789
2929;PI;4322301;191577;0;16;4;MEL789
2930;SP;3511501;337975;0;18;1;CABL951
2931;RS;2821602;998456;0;13;4;CABL951
2932;CE;2821602;40904;0;15;3;CABL951
2933;BA;3313901;784234;0;2;1;JJF753
2934;DF;4321500;951488;0;20;2;CABL951
2935;MT;3511501;381590;0;3;2;CABL951
2936;RN;2821602;910381;1;19;4;XPTO123
2937;DF;4673700;203458;0;18;1;CABL951
2938;DF;3511501;282045;1;11;3;JJF753
2939;BA;4221903;885567;0;9;3;FOO456
2940;RN;4221902;241597;0;9;3;JJF753
2941;CE;3511500;713666;0;19;2;FOO456
2942;RR;3511501;72268;0;14;1;MEL789
2943;RO;2821601;554148;1;11;3;CABL951
2944;MT;2821602;829693;0;3;1;MEL789
2945;AL;4742300;952845;4;4;4;MEL789
2946;AL;4754703;705623;0;9;2;JJF753
2947;RJ;4742300;233398;0;8;3;XPTO123
2948;AL;3511500;278541;0;13;4;FOO456
2949;PR;4669901;618393;0;11;3;CABL951
2950;MS;4321500;315721;0;9;4;MEL789
2951;SC;2731700;219115;3;5;3;XPTO123
2952;RN;2821601;716601;3;2;2;XPTO123
2953;MA;3511500;602378;0;17;3;FOO456
2954;SC;7112000;630318;0;13;4;JJF753
2955;RR;4673700;906862;0;12;2;FOO456
2956;MA;4673700;566524;0;10;1;CABL951
2957;RS;3321000;552122;2;17;1;JJF753
2958;RJ;4221902;877880;4;3;1;JJF753
2959;DF;4322301;681845;0;13;3;JJF753
2960;RN;3511500;876155;0;20;2;FOO456
2961;AM;4673700;431116;4;20;4;FOO456
2962;SP;3321000;323176;0;17;1;JJF753
2963;RJ;3321000;902401;0;20;2;JJF753
2964;ES;2821602;635242;0;12;2;CABL951
2965;TO;4673700;19126;4;3;3;MEL789
2966;CE;7112000;388265;2;20;1;CABL951
2967;CE;3329599;358870;0;5;1;CABL951
2968;AM;4754703;724830;1;2;2;FOO456
2969;RJ;4322303;427732;0;11;2;MEL789
2970;PE;3511500;903074;3;14;2;FOO456
2971;MA;4322301;73103;0;9;4;FOO456
2972;DF;2821601;346573;0;6;4;FOO456
2973;AC;4221903;742910;0;21;2;JJF753
2974;GO;3511500;174894;0;20;1;JJF753
2975;AM;4221902;52513;0;12;4;JJF753
2976;SP;3511502;274014;0;7;2;XPTO123
2977;RN;4221902;525389;0;12;3;MEL789
2978;ES;3329599;353849;3;1;3;JJF753
2979;AL;4321500;289375;0;1;2;CABL951
2980;RO;4221902;131904;0;14;1;MEL789
2981;MS;3329599;245337;4;7;4;JJF753
2982;CE;3511502;864649;4;1;3;MEL789
2983;SC;4742300;394181;0;10;4;CABL951
2984;PB;4221902;965341;0;11;2;JJF753
2985;PB;3511502;851513;0;11;1;JJF753
2986;RO;3321000;273160;3;13;1;MEL789
2987;AL;4321500;636098;0;4;2;JJF753
2988;TO;4754703;359074;1;20;1;FOO456
2989;BA;3511500;724215;4;4;3;MEL789
2990;MS;4673700;667904;1;5;1;FOO456
2991;RJ;3511501;804706;0;4;1;FOO456
2992;MG;3511501;188775;1;21;3;FOO456
2993;PB;3511500;545408;2;20;1;XPTO123
2994;RO;4742300;120631;0;8;2;JJF753
2995;RO;3511501;764115;0;16;3;JJF753
2996;TO;3511501;551652;0;16;4;XPTO123
2997;SC;3511501;735314;0;8;3;XPTO123
2998;SP;4669999;743148;3;13;1;CABL951
2999;PA;3511501;259994;3;9;1;CABL951
3000;AM;4669999;39855;0;15;1;MEL789
3001;AP;4322302;853396;4;14;3;CABL951
3002;MS;4669901;791470;0;7;3;FOO456
3003;RO;4669999;849055;0;9;1;MEL789
3004;RR;3511502;659247;2;2;1;JJF753
3005;MT;4221902;107230;0;13;3;JJF753
3006;AP;3511502;639900;4;1;4;JJF753
3007;MS;4754703;324905;0;20;2;CABL951
3008;PR;4221902;787967;0;11;4;JJF753
3009;PR;2821602;761673;4;17;3;MEL789
3010;MT;3321000;423600;0;10;3;JJF753
3011;RO;4321500;439280;2;6;1;FOO456
3012;MA;2731700;997340;1;16;2;JJF753
3013;SE;4322303;640623;0;7;2;CABL951
3014;BA;3321000;261037;3;5;4;MEL789
3015;MT;4673700;506872;0;2;4;FOO456
3016;BA;4221902;793967;0;15;4;JJF753
3017;AL;3511500;604239;4;12;4;FOO456
3018;GO;3329599;868424;0;15;2;JJF753
3019;RJ;3511500;205688;1;13;1;FOO456
3020;SE;4754703;332667;0;19;4;JJF753
3021;SE;4669901;890400;0;20;3;JJF753
3022;RJ;4673700;326169;4;6;4;JJF753
3023;ES;4221902;933215;0;20;1;MEL789
3024;AM;3511501;319151;0;19;3;FOO456
3025;PE;3329599;227461;0;18;3;CABL951
3026;CE;4742300;362914;0;17;2;CABL951
3027;MT;4322301;39852;0;8;1;XPTO123
3028;RS;4742300;982146;2;10;1;MEL789
3029;ES;2821602;527221;0;1;1;CABL951
3030;MA;4321500;455209;2;15;3;CABL951
3031;RR;2821602;376063;3;1;4;FOO456
3032;RN;4321500;930754;0;6;3;MEL789
3033;DF;4321500;757238;0;17;4;MEL789
3034;SP;4669901;430671;0;13;1;XPTO123
3035;SE;2731700;438847;0;18;3;JJF753
3036;AL;4742300;962136;4;11;4;CABL951
3037;PE;3321000;376600;0;8;2;CABL951
3038;AP;3511502;411942;0;4;1;XPTO123
3039;PR;2731700;337438;0;5;1;FOO456
3040;AP;2821601;771112;0;16;1;JJF753
3041;MT;3313901;920362;0;1;2;JJF753
3042;PR;4221903;789002;0;17;2;MEL789
3043;GO;3313901;547848;0;21;4;JJF753
3044;AC;7112000;272965;0;7;4;MEL789
3045;MT;4221902;829820;2;8;1;XPTO123
3046;ES;4221902;127400;0;2;2;MEL789
3047;PB;2821602;65288;3;16;3;XPTO123
3048;SP;4321500;681269;0;13;3;CABL951
3049;SC;4754703;661140;0;17;1;FOO456
3050;MA;4221903;603001;0;8;4;JJF753
3051;AC;4321500;494024;2;18;3;XPTO123
3052;PR;2731700;291664;2;12;2;FOO456
3053;SP;3329599;808370;0;2;1;CABL951
3054;AM;3511501;82353;0;14;2;FOO456
3055;PA;2821602;676255;2;16;1;FOO456
3056;MA;3329599;190591;0;2;1;CABL951
3057;TO;3321000;940117;2;12;4;JJF753
3058;CE;4321500;798992;2;1;1;JJF753
3059;SP;3511502;492146;0;20;3;XPTO123
3060;PA;4669901;47109;4;1;2;CABL951
3061;MT;3329599;788682;0;4;4;XPTO123
3062;SC;3511501;166429;4;6;2;XPTO123
3063;MG;3511500;122360;0;3;1;CABL951
3064;BA;4669901;216206;4;7;1;XPTO123
3065;AL;4221902;554373;0;5;2;XPTO123
3066;AC;3329599;173098;0;17;4;MEL789
3067;RS;4673700;50732;0;16;3;FOO456
3068;MS;4669999;613535;3;15;4;JJF753
3069;BA;4321500;546598;0;8;1;MEL789
3070;RN;4322302;606136;4;13;3;JJF753
3071;MT;2821601;937761;2;13;4;CABL951
3072;GO;3313901;257306;0;10;3;JJF753
3073;AC;3511502;88888;0;17;1;CABL951
3074;PI;4754703;327353;1;18;1;JJF753
3075;ES;4669999;959603;2;14;1;JJF753
3076;RO;3511502;760699;0;4;3;JJF753
3077;CE;2731700;243669;0;3;4;CABL951
3078;CE;4322303;968992;0;11;4;CABL951
3079;AM;7112000;402978;3;3;2;CABL951
3080;BA;4322301;286212;0;6;2;XPTO123
3081;RO;3511501;550063;0;15;1;MEL789
3082;PA;3313901;60051;0;4;3;FOO456
3083;PR;4742300;531459;0;4;4;XPTO123
3084;PA;7112000;158509;1;6;4;CABL951
3085;MG;4322303;787425;0;18;3;MEL789
3086;ES;4322301;795045;4;13;3;CABL951
3087;ES;4669901;78853;0;16;3;XPTO123
3088;AM;4221902;459657;0;20;2;JJF753
3089;SP;4742300;87508;0;6;1;CABL951
3090;MT;4321500;746339;4;11;3;XPTO123
3091;PE;4322302;19781;4;4;2;FOO456
3092;AM;4754703;309309;4;2;4;XPTO123
3093;RN;4221902;554765;0;3;4;MEL789
3094;CE;3511501;616889;3;13;4;XPTO123
3095;MA;4669901;31971;1;7;3;CABL951
3096;CE;7112000;762245;0;1;3;FOO456
3097;ES;4221903;154822;0;13;4;CABL951
3098;SE;7112000;776525;0;20;4;JJF753
3099;TO;3511501;476908;0;12;2;FOO456
3100;CE;4673700;924633;0;13;2;FOO456
3101;RN;3511501;529024;0;12;3;JJF753
3102;RJ;4322301;546857;0;3;4;MEL789
3103;SC;4669901;557925;0;10;2;JJF753
3104;MG;4322303;748012;0;3;4;XPTO123
3105;BA;4669901;113857;2;1;3;JJF753
3106;ES;4669999;596844;0;1;4;CABL951
3107;PB;3511502;116511;0;13;3;FOO456
3108;AC;4669901;962507;3;8;1;XPTO123
3109;PE;4221903;842380;0;17;4;XPTO123
3110;AC;2821601;73578;1;11;1;XPTO123
3111;CE;2821601;815303;0;10;2;CABL951
3112;SP;4669901;614607;0;12;4;CABL951
3113;BA;4322301;500375;0;12;1;CABL951
3114;AM;4669999;211126;1;9;1;FOO456
3115;PB;4669901;108155;2;1;4;FOO456
3116;CE;4669999;169884;0;14;1;CABL951
3117;AL;4669999;564651;1;2;3;MEL789
3118;AC;2731700;199140;1;7;1;XPTO123
3119;CE;4221903;87862;3;2;3;JJF753
3120;RJ;4742300;639033;0;3;4;XPTO123
3121;RJ;4322303;676697;1;7;1;XPTO123
3122;PB;2731700;539769;3;15;3;CABL951
3123;ES;3321000;188943;0;5;2;FOO456
3124;RR;3511501;865588;0;17;2;FOO456
3125;ES;2821602;103527;0;5;3;XPTO123
3126;BA;3329599;978252;0;11;3;XPTO123
3127;PR;4673700;770296;4;8;2;CABL951
3128;PA;3511502;30749;0;9;4;FOO456
3129;AL;4754703;398065;2;4;1;JJF753
3130;RO;4321500;614660;0;8;2;CABL951
3131;PE;4669999;979606;2;2;2;MEL789
3132;RO;3511501;949396;3;11;1;CABL951
3133;MS;4669901;191103;0;15;2;FOO456
3134;SP;4221903;954881;3;8;4;MEL789
3135;MA;4322302;274136;0;7;1;FOO456
3136;SC;2731700;819064;0;8;4;XPTO123
3137;AM;3313901;520492;0;20;1;XPTO123
3138;PR;4673700;905581;1;6;3;JJF753
3139;AC;4754703;240803;0;14;2;CABL951
3140;MS;4322302;327564;0;2;3;JJF753
3141;MS;4321500;735492;0;8;4;MEL789
3142;RN;3511502;369914;0;5;2;MEL789
3143;MS;2821601;364232;2;19;4;JJF753
3144;RS;4322302;270417;0;5;3;CABL951
3145;AM;2821602;893662;2;2;4;MEL789
3146;AP;3329599;238760;0;6;2;MEL789
3147;PE;4322301;389185;3;17;3;JJF753
3148;MS;4322303;981685;0;13;4;JJF753
3149;AP;4322301;71176;3;1;1;XPTO123
3150;GO;4673700;102767;0;13;4;FOO456
3151;AL;4669999;836673;0;5;3;MEL789
3152;MA;4221903;478140;4;13;1;MEL789
3153;DF;4754703;14093;0;17;2;XPTO123
3154;RO;4669999;538709;0;11;1;JJF753
3155;RN;4322303;926698;3;17;4;JJF753
3156;RO;3511501;803847;4;7;3;XPTO123
3157;PA;3329599;476570;3;21;2;CABL951
3158;MG;4321500;203349;0;2;2;JJF753
3159;SC;4221903;40639;0;12;4;FOO456
3160;PE;2821601;723664;0;19;2;XPTO123
3161;RN;4742300;348710;0;20;1;CABL951
3162;PB;4221903;295958;1;19;1;MEL789
3163;GO;2731700;651075;1;13;2;MEL789
3164;MA;3313901;773639;0;18;2;FOO456
3165;RR;3511500;86285;0;4;3;MEL789
3166;DF;4669999;457542;1;1;2;XPTO123
3167;SE;3313901;61288;0;16;2;FOO456
3168;SP;4673700;769738;2;14;2;CABL951
3169;AL;4322303;873288;0;2;3;MEL789
3170;TO;4221903;250997;0;11;1;CABL951
3171;RS;4669901;631491;0;6;2;FOO456
3172;MT;3321000;615410;3;2;2;MEL789
3173;RS;4322302;253390;0;2;1;CABL951
3174;BA;4754703;392480;0;10;2;MEL789
3175;MT;3313901;934445;2;2;2;XPTO123
3176;BA;4322302;712417;3;7;3;JJF753
3177;GO;2821602;756858;0;8;2;FOO456
3178;PI;3511501;59086;4;4;4;MEL789
3179;SC;4669901;337768;0;15;2;FOO456
3180;DF;2821602;313522;0;2;1;MEL789
3181;PR;3329599;871357;3;19;1;JJF753
3182;MA;4754703;457120;0;18;2;MEL789
3183;AL;7112000;887604;0;4;4;CABL951
3184;RO;4669999;963497;0;14;1;XPTO123
3185;RN;3511501;555593;3;5;4;MEL789
3186;AP;3313901;561448;4;9;1;MEL789
3187;MS;4669999;24526;3;3;2;MEL789
3188;MG;4221903;996979;0;7;1;JJF753
3189;MG;7112000;790375;1;2;3;JJF753
3190;BA;4669999;597734;0;20;3;XPTO123
3191;AC;4221903;898294;0;15;2;JJF753
3192;TO;4221902;719180;3;15;2;XPTO123
3193;ES;4322302;808491;0;10;2;XPTO123
3194;MS;4669999;164959;4;1;3;JJF753
3195;DF;4322303;253147;0;18;2;MEL789
3196;MG;4322302;221970;0;18;1;XPTO123
3197;SC;3511501;637921;2;12;3;FOO456
3198;MG;3511501;583630;0;20;4;MEL789
3199;TO;3321000;828455;0;18;4;CABL951
3200;RO;4221902;383252;1;13;2;JJF753
3201;RJ;4322302;605222;0;1;1;JJF753
3202;RJ;4321500;324730;0;3;2;MEL789
3203;PA;3511500;783877;0;10;4;JJF753
3204;RS;3511500;778593;4;13;3;CABL951
3205;RS;4742300;279575;0;5;2;CABL951
3206;MT;4321500;394877;3;3;2;XPTO123
3207;RJ;3329599;404820;2;4;3;MEL789
3208;CE;4322301;799763;0;12;2;JJF753
3209;AC;7112000;306736;4;15;3;CABL951
3210;RN;3511501;753468;2;17;2;CABL951
3211;SE;4742300;604407;0;20;4;XPTO123
3212;RR;3329599;766783;0;13;2;MEL789
3213;RS;4322302;148889;0;4;3;JJF753
3214;RN;4669999;306971;2;19;1;JJF753
3215;AM;4742300;815941;0;16;4;MEL789
3216;ES;3321000;49536;0;6;3;MEL789
3217;BA;4221902;388524;0;3;3;JJF753
3218;RR;3511501;653254;0;4;1;XPTO123
3219;PI;3511501;574066;0;7;3;CABL951
3220;PI;2821601;785377;2;3;2;CABL951
3221;PA;4754703;76232;0;20;4;FOO456
3222;RR;4221902;222299;0;6;2;MEL789
3223;PI;4322303;411565;0;6;2;FOO456
3224;PB;2821602;903692;4;4;3;FOO456
3225;DF;3313901;155886;4;21;1;CABL951
3226;ES;2731700;507940;4;17;3;FOO456
3227;PE;4669901;255488;0;12;4;FOO456
3228;PR;4754703;219697;0;5;3;MEL789
3229;MG;4673700;885761;0;5;2;CABL951
3230;RS;4221903;235568;3;6;3;FOO456
3231;MT;4742300;893359;2;15;3;CABL951
3232;RO;3511501;410253;0;3;4;CABL951
3233;MT;4742300;544372;4;2;4;XPTO123
3234;AC;3511502;875043;2;9;1;FOO456
3235;RS;3511501;239583;0;2;3;CABL951
3236;RR;4742300;280476;0;18;4;JJF753
3237;MT;3329599;971165;0;20;3;JJF753
3238;AC;3313901;476255;0;16;2;XPTO123
3239;PE;4322301;303352;1;18;3;FOO456
3240;ES;4742300;352577;0;18;3;CABL951
3241;RN;3511500;301105;0;16;3;MEL789
3242;GO;4321500;189117;1;1;1;MEL789
3243;MT;2731700;192095;3;8;3;CABL951
3244;CE;3511501;593520;4;8;4;FOO456
3245;AM;7112000;653243;0;18;3;XPTO123
3246;PR;4742300;13469;2;1;1;CABL951
3247;BA;4322302;56083;0;13;3;CABL951
3248;CE;4322302;468017;0;21;1;CABL951
3249;SE;4754703;827649;2;1;2;FOO456
3250;MT;4322302;735552;4;4;1;JJF753
3251;RS;3329599;248275;0;21;3;JJF753
3252;PB;4669999;39594;0;11;4;CABL951
3253;TO;3313901;139599;0;18;2;XPTO123
3254;BA;4322301;927155;0;15;1;JJF753
3255;PR;4322302;260921;1;3;4;CABL951
3256;ES;4322303;762700;0;14;2;CABL951
3257;RS;4754703;833480;4;5;2;FOO456
3258;SE;4669901;119516;0;21;4;XPTO123
3259;MG;4321500;957228;0;13;1;CABL951
3260;RS;4322303;58128;0;6;4;FOO456
3261;AC;2821602;929664;0;12;2;MEL789
3262;BA;2821601;357365;0;2;3;XPTO123
3263;PE;3313901;391875;2;11;3;CABL951
3264;AC;2821602;841863;0;9;3;MEL789
3265;RJ;3511502;200458;4;15;2;CABL951
3266;SP;4673700;693840;0;12;2;XPTO123
3267;MS;4221903;841600;0;9;1;XPTO123
3268;AC;4221903;777229;0;13;1;JJF753
3269;MT;3511500;636032;0;17;4;MEL789
3270;CE;3321000;540956;3;8;1;XPTO123
3271;ES;4669999;629761;1;6;3;CABL951
3272;RJ;2821602;709368;0;4;1;FOO456
3273;AL;3313901;893119;0;1;1;JJF753
3274;RS;4322301;136037;0;13;1;MEL789
3275;RS;4322303;298128;2;10;3;MEL789
3276;ES;3511501;157662;0;10;4;JJF753
3277;PR;3329599;977867;0;7;4;XPTO123
3278;PE;3511501;877844;4;20;4;FOO456
3279;MS;3511500;947671;2;5;1;FOO456
3280;GO;2821602;857870;0;8;3;JJF753
3281;BA;3313901;708286;0;20;4;FOO456
3282;AM;4742300;614996;4;15;2;MEL789
3283;SC;4742300;938371;4;7;2;CABL951
3284;PE;4754703;856621;0;3;4;CABL951
3285;MA;2821602;54865;1;4;2;JJF753
3286;MT;4322302;812815;0;20;4;FOO456
3287;PE;3329599;471338;0;12;1;FOO456
3288;AM;3511501;538678;0;17;1;XPTO123
3289;MG;4321500;13690;1;12;1;FOO456
